,roomid,dust,temperature,humidity,co2
3760,4065,46.0,23.724631,65.261871,612.0
3761,4065,45.0,23.756807000000002,65.864594,659.0
3762,4065,45.0,23.724631,65.30001800000001,610.0
3763,4065,47.0,23.864058,65.879852,634.0
3764,4065,49.0,23.735356,64.872772,617.0
3765,4065,47.0,23.831882,65.895111,648.0
3766,4065,45.0,23.746082,65.460236,637.0
3767,4065,50.0,23.778257,65.94851700000001,671.0
3768,4065,47.0,23.724631,65.23898299999999,615.0
3769,4065,46.0,23.713906,65.078766,614.0
3770,4065,45.0,23.864058,65.925629,641.0
3771,4065,47.0,23.713906,65.132172,616.0
3772,4065,48.0,23.885507999999998,65.986664,635.0
3773,4065,48.0,23.724631,65.216095,608.0
3774,4065,46.0,23.724631,65.23898299999999,612.0
3775,4065,48.0,23.788982,65.986664,667.0
3776,4065,47.0,23.724631,65.086395,620.0
3777,4065,46.0,23.735356,64.949066,612.0
3778,4065,48.0,23.724631,64.994843,617.0
3779,4065,48.0,23.746082,65.177948,614.0
3780,4065,49.0,23.735356,65.15505999999999,607.0
3781,4066,55.0,22.158767,69.07656899999999,600.0
3782,4066,51.0,22.255292999999998,69.366486,679.0
3783,4066,55.0,22.223118,69.358856,667.0
3784,4066,58.0,22.287468,69.602997,653.0
3785,4066,61.0,21.879915,69.892914,610.0
3786,4066,61.0,21.804839,70.091278,607.0
3787,4066,56.0,22.416169,69.374115,623.0
3788,4066,59.0,21.890639999999998,69.885284,607.0
3789,4066,53.0,22.223118,69.381744,651.0
3790,4066,53.0,22.190942,69.267303,650.0
3791,4066,58.0,22.126592000000002,69.20626800000001,612.0
3792,4066,55.0,22.137317000000003,69.152863,617.0
3793,4066,57.0,22.308918,69.64877299999999,619.0
3794,4066,56.0,22.394719,69.358856,627.0
3795,4066,50.0,22.233843,69.236786,653.0
3796,4066,57.0,22.072966,69.35122700000001,613.0
3797,4066,55.0,22.190942,69.099457,622.0
3798,4066,62.0,21.93354,69.717438,619.0
3799,4066,53.0,22.426895000000002,69.427521,632.0
3800,4066,54.0,22.190942,69.01553299999999,609.0
3801,4066,58.0,22.094417,69.282562,622.0
3802,4066,54.0,22.373269,69.427521,620.0
3803,4066,58.0,22.148042,69.114716,600.0
3804,4066,57.0,22.180217000000003,69.038422,601.0
3805,4066,56.0,22.341094000000002,69.541962,627.0
3806,4066,50.0,22.201667,69.236786,645.0
3807,4066,60.0,22.019341,69.46566800000001,622.0
3808,4066,57.0,22.105142,69.252045,617.0
3809,4066,62.0,21.922815,69.702179,604.0
3810,4066,52.0,22.190942,69.22152700000001,637.0
3811,4066,56.0,22.180217000000003,69.038422,600.0
3812,4067,52.0,22.469795,69.732697,653.0
3813,4067,58.0,22.201667,70.19809000000001,608.0
3814,4067,55.0,22.266018,70.030243,614.0
3815,4067,52.0,22.319644,69.877655,627.0
3816,4067,50.0,22.416169,69.343597,609.0
3817,4067,53.0,22.491245000000003,69.85476700000001,663.0
3818,4067,53.0,22.544871,69.98446700000001,627.0
3819,4067,54.0,22.330369,69.763214,627.0
3820,4067,49.0,22.469795,69.68692,655.0
3821,4067,52.0,22.341094000000002,69.679291,618.0
3822,4067,57.0,22.158767,70.289642,613.0
3823,4067,53.0,22.598496,69.732697,622.0
3824,4067,52.0,22.52342,70.007355,656.0
3825,4067,52.0,22.437620000000003,69.31308,613.0
3826,4067,48.0,22.448345,69.358856,620.0
3827,4067,52.0,22.416169,69.328339,600.0
3828,4067,51.0,22.45907,69.51907299999999,634.0
3829,4067,50.0,22.480520000000002,69.86239599999999,663.0
3830,4067,49.0,22.45907,69.496185,646.0
3831,4067,52.0,22.609220999999998,69.671661,634.0
3832,4067,57.0,22.212393,70.16757199999999,611.0
3833,4067,52.0,22.50197,70.091278,673.0
3834,4067,53.0,22.362544,69.572479,602.0
3835,4067,57.0,22.201667,70.19046,617.0
3836,4067,52.0,22.566321,69.915802,625.0
3837,4067,53.0,22.383994,69.488556,604.0
3838,4067,51.0,22.362544,69.610626,608.0
3839,4067,55.0,22.298192999999998,69.961578,625.0
3840,4067,52.0,22.609220999999998,69.68692,619.0
3841,4067,52.0,22.383994,69.412262,608.0
3842,4067,52.0,22.641396,69.747955,621.0
3843,4068,61.0,18.748185999999997,83.66397099999999,613.0
3844,4068,61.0,18.812537,83.32064799999999,615.0
3845,4068,48.0,20.882479999999997,76.789886,644.0
3846,4068,48.0,21.011182,76.408417,651.0
3847,4068,48.0,20.850305,76.965363,657.0
3848,4068,47.0,20.206799,78.361542,629.0
3849,4068,52.0,20.056648000000003,78.895599,633.0
3850,4068,52.0,20.131724,78.552277,627.0
3851,4068,48.0,20.646528,77.49942,673.0
3852,4068,51.0,19.370242,81.474335,639.0
3853,4068,49.0,21.043357,76.385529,661.0
3854,4068,51.0,20.464202,77.835114,663.0
3855,4068,53.0,19.17719,82.138092,640.0
3856,4068,48.0,20.27115,78.163177,634.0
3857,4068,49.0,19.981572,79.238922,637.0
3858,4068,50.0,20.807405,77.026398,663.0
3859,4068,48.0,20.528551999999998,77.728302,667.0
3860,4068,47.0,20.346226,78.033478,637.0
3861,4068,50.0,19.777795,80.01711999999999,637.0
3862,4068,48.0,20.957556,76.499969,656.0
3863,4068,49.0,20.925380999999998,76.60678100000001,638.0
3864,4068,50.0,19.874321,79.635651,643.0
3865,4068,51.0,19.520393,80.932648,647.0
3866,4068,48.0,20.592903,77.59097299999999,672.0
3867,4068,47.0,20.399851,77.941925,645.0
3868,4068,52.0,19.649094,80.436737,638.0
3869,4068,49.0,20.710879000000002,77.34683199999999,671.0
3870,4068,49.0,20.764504000000002,77.24765,675.0
3871,4068,58.0,18.919788,82.984955,618.0
3872,4068,59.0,18.758910999999998,83.572418,614.0
3873,4068,61.0,18.726736,83.61056500000001,607.0
3874,4069,52.0,22.9846,68.710358,619.0
3875,4069,50.0,22.802273,68.473846,627.0
3876,4069,46.0,22.855898,68.771393,645.0
3877,4069,55.0,22.641396,69.152863,619.0
3878,4069,55.0,22.898799,68.870575,633.0
3879,4069,57.0,22.555595999999998,69.389374,605.0
3880,4069,55.0,22.673572,68.954498,620.0
3881,4069,52.0,22.716472,68.626434,610.0
3882,4069,60.0,22.555595999999998,69.320709,603.0
3883,4069,49.0,22.855898,68.916351,664.0
3884,4069,52.0,22.963148999999998,68.67984,626.0
3885,4069,54.0,23.00605,68.79428100000001,622.0
3886,4069,53.0,22.684297,68.862946,612.0
3887,4069,55.0,22.888074,69.05368,622.0
3888,4069,51.0,22.695022,68.771393,610.0
3889,4069,57.0,22.577046,69.320709,614.0
3890,4069,46.0,22.834448000000002,68.626434,648.0
3891,4069,49.0,22.823723,68.55014,636.0
3892,4069,46.0,22.845173000000003,68.710358,643.0
3893,4069,54.0,22.941699,68.710358,621.0
3894,4069,56.0,22.609220999999998,69.27493299999999,622.0
3895,4069,51.0,22.780823,68.48910500000001,624.0
3896,4069,51.0,22.727197,68.496735,600.0
3897,4069,49.0,22.834448000000002,68.695099,647.0
3898,4069,47.0,22.812998,68.511993,633.0
3899,4069,56.0,22.587771,69.320709,625.0
3900,4069,53.0,22.716472,68.649323,605.0
3901,4069,54.0,22.652122,69.05368,614.0
3902,4069,48.0,22.866623999999998,69.091827,635.0
3903,4069,53.0,22.748647000000002,68.48910500000001,600.0
3904,4069,50.0,22.759373,68.466217,607.0
3905,4070,60.0,22.255292999999998,71.02969399999999,616.0
3906,4070,72.0,21.697588,72.235138,607.0
3907,4070,54.0,21.879915,71.632416,638.0
3908,4070,59.0,22.158767,71.220428,626.0
3909,4070,59.0,21.837014,71.266205,611.0
3910,4070,55.0,21.858464,71.594269,640.0
3911,4070,68.0,21.654688,72.357208,612.0
3912,4070,61.0,22.115867,71.342499,620.0
3913,4070,57.0,21.95499,71.777374,655.0
3914,4070,63.0,21.858464,71.243317,615.0
3915,4070,59.0,21.847739,70.838959,600.0
3916,4070,64.0,21.826289000000003,70.88473499999999,600.0
3917,4070,59.0,22.233843,71.09072900000001,611.0
3918,4070,61.0,21.837014,71.09835799999999,600.0
3919,4070,56.0,21.97644,71.723969,657.0
3920,4070,66.0,21.804839,71.609528,615.0
3921,4070,61.0,21.858464,71.060211,600.0
3922,4070,59.0,22.201667,71.151764,628.0
3923,4070,67.0,21.719038,71.861298,608.0
3924,4070,62.0,21.858464,70.869476,605.0
3925,4070,62.0,21.847739,70.96102900000001,606.0
3926,4070,65.0,21.858464,70.87710600000001,600.0
3927,4070,61.0,22.083691,71.624786,631.0
3928,4070,61.0,21.847739,70.938141,600.0
3929,4070,62.0,21.869189000000002,71.220428,615.0
3930,4070,69.0,21.751213,71.998627,610.0
3931,4070,58.0,21.91209,71.693451,655.0
3932,4070,55.0,21.997891,71.792633,667.0
3933,4070,56.0,21.890639999999998,71.67819200000001,653.0
3934,4070,58.0,21.837014,71.395905,617.0
3935,4070,57.0,22.030066,71.76211500000001,652.0
3936,4071,52.0,22.695022,68.061859,667.0
3937,4071,47.0,22.469795,67.718536,668.0
3938,4071,60.0,22.362544,62.843353,600.0
3939,4071,57.0,22.351819,66.673309,600.0
3940,4071,56.0,22.373269,64.262421,600.0
3941,4071,50.0,22.888074,68.138153,685.0
3942,4071,50.0,22.770098,68.084747,668.0
3943,4071,56.0,22.351819,66.894562,608.0
3944,4071,47.0,22.577046,67.977936,674.0
3945,4071,47.0,22.963148999999998,68.168671,683.0
3946,4071,59.0,22.469795,57.403594999999996,600.0
3947,4071,50.0,22.812998,68.0466,678.0
3948,4071,49.0,22.888074,68.161041,699.0
3949,4071,50.0,22.748647000000002,68.145782,664.0
3950,4071,49.0,22.426895000000002,67.588837,672.0
3951,4071,46.0,22.512695,67.894012,680.0
3952,4071,49.0,22.491245000000003,67.810089,656.0
3953,4071,51.0,22.952424,68.161041,696.0
3954,4071,48.0,22.598496,68.05423,667.0
3955,4071,53.0,22.791548000000002,68.03897099999999,668.0
3956,4071,49.0,22.555595999999998,67.939789,671.0
3957,4071,52.0,22.362544,67.016632,634.0
3958,4071,57.0,22.45907,59.837371999999995,600.0
3959,4071,50.0,22.405444,67.489655,653.0
3960,4071,49.0,22.845173000000003,68.10000600000001,678.0
3961,4071,49.0,22.920249,68.199188,692.0
3962,4071,50.0,22.383994,67.32180799999999,647.0
3963,4071,50.0,22.630671,68.023712,658.0
3964,4071,49.0,22.995325,68.222076,689.0
3965,4071,52.0,22.652122,67.977936,664.0
3966,4071,51.0,22.716472,68.107635,671.0
3967,4072,50.0,21.525986,73.97464000000001,634.0
3968,4072,49.0,21.504535999999998,74.09671,659.0
3969,4072,47.0,21.525986,74.22641,670.0
3970,4072,50.0,21.38656,74.295074,671.0
3971,4072,46.0,21.472361,74.07382199999999,677.0
3972,4072,45.0,21.676138,74.165375,696.0
3973,4072,49.0,21.515261,73.936493,633.0
3974,4072,49.0,21.515261,74.150116,665.0
3975,4072,55.0,21.40801,74.34848000000001,600.0
3976,4072,49.0,21.493810999999997,73.951752,658.0
3977,4072,46.0,21.579612,74.211151,695.0
3978,4072,55.0,21.247134,74.958832,610.0
3979,4072,48.0,21.40801,74.264557,670.0
3980,4072,44.0,21.676138,74.249298,688.0
3981,4072,47.0,21.450910999999998,74.012787,674.0
3982,4072,48.0,21.525986,74.180634,664.0
3983,4072,43.0,21.622512,74.310333,681.0
3984,4072,47.0,21.654688,74.173004,682.0
3985,4072,45.0,21.622512,74.28744499999999,691.0
3986,4072,46.0,21.579612,74.317963,666.0
3987,4072,48.0,21.450910999999998,74.150116,684.0
3988,4072,49.0,21.450910999999998,74.09671,682.0
3989,4072,55.0,21.40801,74.41714499999999,637.0
3990,4072,48.0,21.472361,73.989899,676.0
3991,4072,46.0,21.558162,74.211151,664.0
3992,4072,44.0,21.665413,74.310333,688.0
3993,4072,56.0,21.461636,74.165375,632.0
3994,4072,51.0,21.397285,74.302704,639.0
3995,4072,55.0,21.279309,74.829132,618.0
3996,4072,47.0,21.450910999999998,74.08908100000001,671.0
3997,4072,50.0,21.397285,74.24166899999999,686.0
3998,4073,49.0,21.504535999999998,72.227509,608.0
3999,4073,51.0,21.579612,73.326141,659.0
4000,4073,50.0,21.493810999999997,72.883636,634.0
4001,4073,49.0,21.483086,72.776825,617.0
4002,4073,50.0,21.515261,72.181732,611.0
4003,4073,52.0,21.515261,72.044403,613.0
4004,4073,49.0,21.536710999999997,73.42532299999999,662.0
4005,4073,55.0,21.515261,71.990997,629.0
4006,4073,54.0,21.525986,72.074921,612.0
4007,4073,51.0,21.579612,73.59317,686.0
4008,4073,51.0,21.483086,72.364838,601.0
4009,4073,50.0,21.483086,72.258026,601.0
4010,4073,49.0,21.633237,73.074371,648.0
4011,4073,50.0,21.547437,73.562653,669.0
4012,4073,50.0,21.515261,72.21225,609.0
4013,4073,49.0,21.665413,72.975189,617.0
4014,4073,54.0,21.493810999999997,71.914703,606.0
4015,4073,49.0,21.654688,73.059113,621.0
4016,4073,55.0,21.504535999999998,71.990997,612.0
4017,4073,47.0,21.525986,73.562653,679.0
4018,4073,52.0,21.504535999999998,73.059113,643.0
4019,4073,49.0,21.654688,73.21933,633.0
4020,4073,51.0,21.515261,72.258026,615.0
4021,4073,54.0,21.504535999999998,71.95285,600.0
4022,4073,50.0,21.643962,72.96755999999999,638.0
4023,4073,53.0,21.504535999999998,72.12069699999999,619.0
4024,4073,51.0,21.504535999999998,72.479279,603.0
4025,4073,54.0,21.504535999999998,72.044403,609.0
4026,4073,49.0,21.611787,73.249847,650.0
4027,4073,48.0,21.515261,73.280365,657.0
4028,4073,52.0,21.515261,72.13595600000001,615.0
4029,4074,49.0,21.311484,74.249298,732.0
4030,4074,49.0,21.032632,74.058563,707.0
4031,4074,54.0,21.311484,74.60025,734.0
4032,4074,52.0,21.279309,74.668915,702.0
4033,4074,49.0,21.096982,74.79098499999999,803.0
4034,4074,49.0,21.043357,74.134857,769.0
4035,4074,55.0,21.043357,74.569733,622.0
4036,4074,51.0,21.311484,74.295074,700.0
4037,4074,51.0,21.043357,74.234039,777.0
4038,4074,49.0,21.043357,74.150116,710.0
4039,4074,48.0,21.150608,74.897797,820.0
4040,4074,52.0,21.043357,74.15774499999999,740.0
4041,4074,53.0,21.043357,74.531586,644.0
4042,4074,46.0,21.268584,74.897797,864.0
4043,4074,49.0,21.290034,74.546844,727.0
4044,4074,48.0,21.236409,74.87490799999999,831.0
4045,4074,54.0,21.032632,74.234039,739.0
4046,4074,50.0,21.332935,74.41714499999999,759.0
4047,4074,48.0,21.054082,74.28744499999999,723.0
4048,4074,45.0,21.172058,74.958832,823.0
4049,4074,52.0,21.032632,74.333221,719.0
4050,4074,47.0,21.118433,74.890167,809.0
4051,4074,49.0,21.043357,74.127228,731.0
4052,4074,53.0,21.043357,74.546844,645.0
4053,4074,49.0,21.075532,74.455292,775.0
4054,4074,55.0,21.032632,74.394257,650.0
4055,4074,54.0,21.054082,74.516327,625.0
4056,4074,57.0,21.032632,74.56210300000001,662.0
4057,4074,48.0,21.311484,74.325592,742.0
4058,4074,52.0,21.032632,74.20352199999999,678.0
4059,4074,49.0,21.214958,74.93594399999999,825.0
4060,4075,44.0,22.244568,71.89181500000001,664.0
4061,4075,47.0,21.804839,72.326691,631.0
4062,4075,43.0,22.115867,71.87655600000001,679.0
4063,4075,43.0,22.072966,71.884186,672.0
4064,4075,43.0,22.276743,71.609528,643.0
4065,4075,52.0,21.547437,73.059113,622.0
4066,4075,42.0,22.040791,71.853668,660.0
4067,4075,45.0,21.837014,72.28854399999999,635.0
4068,4075,50.0,21.483086,73.2117,619.0
4069,4075,49.0,21.633237,72.692902,625.0
4070,4075,44.0,22.351819,71.43405200000001,641.0
4071,4075,49.0,21.493810999999997,73.24221800000001,613.0
4072,4075,45.0,22.341094000000002,71.48745699999999,642.0
4073,4075,50.0,21.450910999999998,73.265106,613.0
4074,4075,43.0,22.212393,71.907074,681.0
4075,4075,45.0,22.373269,71.43405200000001,633.0
4076,4075,44.0,21.987166000000002,71.81552099999999,636.0
4077,4075,46.0,21.95499,71.754486,619.0
4078,4075,50.0,21.397285,73.493988,616.0
4079,4075,45.0,21.858464,72.113068,624.0
4080,4075,46.0,21.740488,72.540314,635.0
4081,4075,45.0,21.922815,71.884186,621.0
4082,4075,44.0,22.083691,71.929962,669.0
4083,4075,42.0,22.169492,71.975739,694.0
4084,4075,45.0,21.697588,72.517426,618.0
4085,4075,42.0,22.137317000000003,71.83078,674.0
4086,4075,45.0,22.287468,71.571381,640.0
4087,4075,43.0,21.91209,71.929962,624.0
4088,4075,43.0,22.019341,71.769745,632.0
4089,4075,46.0,21.772664000000002,72.357208,626.0
4090,4075,43.0,22.148042,71.846039,687.0
4091,4076,40.0,20.3355,77.270538,634.0
4092,4076,37.0,21.547437,73.98226899999999,643.0
4093,4076,38.0,20.442751,76.965363,644.0
4094,4076,35.0,21.493810999999997,74.150116,663.0
4095,4076,35.0,21.34366,74.501068,701.0
4096,4076,38.0,21.000457,74.615509,606.0
4097,4076,37.0,21.236409,74.005157,620.0
4098,4076,40.0,20.324775,77.285797,627.0
4099,4076,39.0,20.946831,74.79098499999999,609.0
4100,4076,35.0,21.375835000000002,74.905426,734.0
4101,4076,38.0,21.579612,73.55502299999999,621.0
4102,4076,35.0,21.236409,74.295074,645.0
4103,4076,38.0,20.732329,75.73703,629.0
4104,4076,37.0,21.193507999999998,73.96701,611.0
4105,4076,35.0,21.322209,74.577362,700.0
4106,4076,35.0,21.268584,74.409515,665.0
4107,4076,36.0,21.247134,74.493439,672.0
4108,4076,38.0,20.625078,76.141388,633.0
4109,4076,39.0,20.81813,75.401337,634.0
4110,4076,38.0,21.676138,73.21933,621.0
4111,4076,36.0,21.740488,73.165924,625.0
4112,4076,34.0,21.40801,74.65365600000001,719.0
4113,4076,36.0,21.622512,73.356659,624.0
4114,4076,38.0,21.150608,74.012787,604.0
4115,4076,36.0,21.311484,74.371368,671.0
4116,4076,38.0,21.054082,74.409515,604.0
4117,4076,37.0,21.697588,73.196442,630.0
4118,4076,40.0,20.324775,77.323944,626.0
4119,4076,41.0,20.3355,77.301056,617.0
4120,4076,39.0,20.893206,75.11142,603.0
4121,4076,38.0,21.107708,74.195892,600.0
4122,4077,50.0,22.287468,69.92343100000001,631.0
4123,4077,49.0,22.276743,70.007355,631.0
4124,4077,39.0,22.50197,70.358307,716.0
4125,4077,53.0,22.276743,69.953949,624.0
4126,4077,45.0,22.512695,69.374115,629.0
4127,4077,45.0,22.480520000000002,69.458038,618.0
4128,4077,45.0,22.373269,69.717438,644.0
4129,4077,49.0,22.351819,69.79373199999999,644.0
4130,4077,46.0,22.437620000000003,69.702179,640.0
4131,4077,41.0,22.512695,70.426971,731.0
4132,4077,39.0,22.491245000000003,70.19809000000001,691.0
4133,4077,39.0,22.577046,70.32016,722.0
4134,4077,45.0,22.448345,69.549591,633.0
4135,4077,50.0,22.341094000000002,69.72506700000001,619.0
4136,4077,49.0,22.276743,69.969208,634.0
4137,4077,45.0,22.684297,69.915802,652.0
4138,4077,44.0,22.469795,69.48092700000001,631.0
4139,4077,44.0,22.469795,69.702179,627.0
4140,4077,47.0,22.748647000000002,69.68692,645.0
4141,4077,46.0,22.426895000000002,69.679291,645.0
4142,4077,44.0,22.780823,69.81662,635.0
4143,4077,46.0,22.512695,69.51907299999999,632.0
4144,4077,44.0,22.652122,70.037872,666.0
4145,4077,45.0,22.737922,69.580109,647.0
4146,4077,46.0,22.319644,69.885284,633.0
4147,4077,41.0,22.534146,70.29727199999999,701.0
4148,4077,42.0,22.491245000000003,70.030243,675.0
4149,4077,42.0,22.630671,70.098907,692.0
4150,4077,41.0,22.491245000000003,70.098907,691.0
4151,4077,45.0,22.405444,69.717438,641.0
4152,4077,44.0,22.716472,69.66403199999999,639.0
4153,4078,46.0,22.877349,69.05368,680.0
4154,4078,44.0,22.877349,68.473846,638.0
4155,4078,46.0,22.888074,68.672211,657.0
4156,4078,41.0,22.898799,69.267303,692.0
4157,4078,44.0,22.877349,69.01553299999999,683.0
4158,4078,46.0,22.909523999999998,69.168121,652.0
4159,4078,44.0,22.920249,69.259674,652.0
4160,4078,45.0,22.898799,68.79428100000001,657.0
4161,4078,44.0,22.888074,69.198639,649.0
4162,4078,43.0,22.888074,69.213898,679.0
4163,4078,43.0,22.898799,68.954498,667.0
4164,4078,45.0,22.909523999999998,68.80190999999999,646.0
4165,4078,45.0,22.920249,69.175751,637.0
4166,4078,43.0,22.898799,68.94686899999999,663.0
4167,4078,46.0,22.877349,68.603546,639.0
4168,4078,45.0,22.877349,69.030792,686.0
4169,4078,42.0,22.898799,69.20626800000001,686.0
4170,4078,44.0,22.855898,68.962128,674.0
4171,4078,44.0,22.898799,68.527252,634.0
4172,4078,43.0,22.898799,68.641693,634.0
4173,4078,46.0,22.866623999999998,68.885834,680.0
4174,4078,45.0,22.888074,68.534882,633.0
4175,4078,45.0,22.888074,68.565399,639.0
4176,4078,45.0,22.888074,68.565399,637.0
4177,4078,43.0,22.898799,68.847687,660.0
4178,4078,44.0,22.909523999999998,68.80190999999999,654.0
4179,4078,45.0,22.920249,69.473297,659.0
4180,4078,42.0,22.898799,69.35122700000001,699.0
4181,4078,46.0,22.888074,68.588287,645.0
4182,4078,46.0,22.877349,68.901093,669.0
4183,4078,44.0,22.898799,69.31308,670.0
4184,4079,42.0,21.922815,71.54849200000001,637.0
4185,4079,39.0,22.341094000000002,71.20517,631.0
4186,4079,42.0,22.094417,70.976288,608.0
4187,4079,38.0,22.287468,71.266205,637.0
4188,4079,41.0,21.91209,71.563751,628.0
4189,4079,36.0,22.223118,71.20517,675.0
4190,4079,39.0,22.019341,71.311981,622.0
4191,4079,41.0,21.922815,71.640045,632.0
4192,4079,38.0,22.276743,71.395905,657.0
4193,4079,37.0,22.244568,71.273834,680.0
4194,4079,37.0,22.201667,71.243317,672.0
4195,4079,40.0,22.051516,71.14413499999999,624.0
4196,4079,39.0,22.287468,71.45694,622.0
4197,4079,39.0,22.137317000000003,71.07547,622.0
4198,4079,37.0,22.276743,71.22805799999999,683.0
4199,4079,40.0,22.319644,71.151764,632.0
4200,4079,35.0,22.276743,71.540863,706.0
4201,4079,37.0,22.212393,71.296722,677.0
4202,4079,40.0,22.030066,71.266205,628.0
4203,4079,41.0,21.987166000000002,71.365387,623.0
4204,4079,39.0,22.373269,71.28909300000001,623.0
4205,4079,36.0,22.276743,71.250946,689.0
4206,4079,39.0,22.330369,71.15939300000001,622.0
4207,4079,41.0,21.93354,71.57901,622.0
4208,4079,40.0,22.040791,71.273834,628.0
4209,4079,39.0,22.115867,70.991547,603.0
4210,4079,41.0,22.062241,71.044952,604.0
4211,4079,40.0,21.922815,71.594269,641.0
4212,4079,42.0,21.965715,71.426422,636.0
4213,4079,39.0,22.169492,71.128876,642.0
4214,4079,39.0,22.051516,71.105988,607.0
4215,4080,53.0,21.558162,74.554474,629.0
4216,4080,55.0,21.643962,74.310333,612.0
4217,4080,54.0,21.676138,74.60788000000001,626.0
4218,4080,52.0,21.890639999999998,74.56210300000001,660.0
4219,4080,53.0,21.815564000000002,74.440033,654.0
