,roomid,dust,temperature,humidity,co2
3212,4047,49.0,23.713906,66.932709,687.0
3213,4047,55.0,23.831882,66.757233,679.0
3214,4047,49.0,23.585205,67.39810200000001,684.0
3215,4047,57.0,23.821157,66.268951,615.0
3216,4047,55.0,23.788982,66.383392,629.0
3217,4047,50.0,23.520854,67.80246,699.0
3218,4047,51.0,23.735356,66.825897,674.0
3219,4047,50.0,23.574479999999998,67.466766,689.0
3220,4047,50.0,23.671006,67.06240799999999,690.0
3221,4047,48.0,23.906958,66.97085600000001,714.0
3222,4047,46.0,23.874782999999997,67.04715,716.0
3223,4048,58.0,22.555595999999998,68.328888,652.0
3224,4048,55.0,23.016775,67.497284,662.0
3225,4048,57.0,23.381428,66.53598000000001,656.0
3226,4048,55.0,22.480520000000002,68.595917,652.0
3227,4048,53.0,23.445779,66.597015,662.0
3228,4048,54.0,23.306353,66.74960300000001,661.0
3229,4048,56.0,23.091851000000002,67.375214,662.0
3230,4048,54.0,22.973875,67.58120699999999,654.0
3231,4048,63.0,21.558162,71.479828,621.0
3232,4048,58.0,22.845173000000003,67.718536,647.0
3233,4048,66.0,21.686863,71.14413499999999,632.0
3234,4048,56.0,22.405444,68.847687,649.0
3235,4048,57.0,22.126592000000002,69.77847299999999,671.0
3236,4048,57.0,22.008616,70.152313,664.0
3237,4048,55.0,23.274176999999998,66.986115,663.0
3238,4048,54.0,22.619946,68.12289399999999,649.0
3239,4048,55.0,22.791548000000002,67.787201,647.0
3240,4048,65.0,21.493810999999997,71.670563,616.0
3241,4048,55.0,23.113301,67.283661,666.0
3242,4048,55.0,23.392153,66.551239,660.0
3243,4048,60.0,21.869189000000002,70.57193000000001,659.0
3244,4048,55.0,22.909523999999998,67.649872,647.0
3245,4048,56.0,23.156201,67.16922,675.0
3246,4048,66.0,21.504535999999998,71.655304,616.0
3247,4048,54.0,22.737922,67.832977,642.0
3248,4048,57.0,22.330369,69.152863,656.0
3249,4048,53.0,22.684297,67.947418,649.0
3250,4048,68.0,21.440185999999997,71.823151,608.0
3251,4048,57.0,22.223118,69.43515,657.0
3252,4048,54.0,23.231277,67.024261,677.0
3253,4048,53.0,23.338528,66.612274,666.0
3254,4049,52.0,23.499404000000002,66.322357,622.0
3255,4049,49.0,23.735356,65.17031899999999,670.0
3256,4049,57.0,22.716472,68.542511,609.0
3257,4049,47.0,23.788982,65.03299,674.0
3258,4049,51.0,23.767532,65.132172,664.0
3259,4049,49.0,23.788982,64.933807,677.0
3260,4049,53.0,23.638831,65.712006,636.0
3261,4049,56.0,22.995325,68.786652,623.0
3262,4049,53.0,23.713906,65.42971800000001,618.0
3263,4049,54.0,23.59593,65.849335,634.0
3264,4049,53.0,23.671006,65.551788,635.0
3265,4049,54.0,23.649556,65.620453,633.0
3266,4049,50.0,23.746082,65.254242,675.0
3267,4049,54.0,22.480520000000002,69.671661,608.0
3268,4049,48.0,23.788982,64.979584,675.0
3269,4049,50.0,23.735356,65.254242,674.0
3270,4049,47.0,23.735356,65.269501,667.0
3271,4049,48.0,23.746082,65.27713,671.0
3272,4049,47.0,23.134751,67.71090699999999,676.0
3273,4049,46.0,23.724631,65.338165,664.0
3274,4049,48.0,23.242002,67.474396,682.0
3275,4049,49.0,23.767532,65.055878,673.0
3276,4049,52.0,23.746082,65.193207,663.0
3277,4049,51.0,23.735356,65.254242,667.0
3278,4049,46.0,23.756807000000002,65.10928299999999,674.0
3279,4049,52.0,22.909523999999998,68.351776,639.0
3280,4049,53.0,23.692456,65.475494,624.0
3281,4049,53.0,23.628104999999998,65.78067,639.0
3282,4049,49.0,23.756807000000002,65.071136,672.0
3283,4049,45.0,23.317078,67.38284300000001,687.0
3284,4049,49.0,23.735356,65.254242,667.0
3285,4050,51.0,23.574479999999998,65.23135400000001,621.0
3286,4050,49.0,23.574479999999998,65.208466,616.0
3287,4050,50.0,23.692456,65.322906,642.0
3288,4050,50.0,23.574479999999998,64.64389,626.0
3289,4050,52.0,23.59593,64.605743,629.0
3290,4050,49.0,23.692456,65.391571,653.0
3291,4050,48.0,23.713906,65.44497700000001,654.0
3292,4050,49.0,23.585205,64.628632,617.0
3293,4050,51.0,23.585205,64.735443,622.0
3294,4050,49.0,23.638831,65.338165,638.0
3295,4050,51.0,23.574479999999998,64.544708,623.0
3296,4050,46.0,23.660281,65.269501,652.0
3297,4050,51.0,23.585205,64.75833100000001,629.0
3298,4050,49.0,23.585205,64.64389,620.0
3299,4050,48.0,23.59593,65.208466,624.0
3300,4050,51.0,23.585205,64.865143,621.0
3301,4050,49.0,23.617379999999997,65.338165,631.0
3302,4050,48.0,23.585205,65.01773100000001,616.0
3303,4050,50.0,23.585205,64.819366,622.0
3304,4050,52.0,23.574479999999998,64.735443,626.0
3305,4050,49.0,23.574479999999998,64.704926,622.0
3306,4050,50.0,23.574479999999998,64.697296,631.0
3307,4050,50.0,23.585205,64.636261,620.0
3308,4050,50.0,23.606655,65.307648,633.0
3309,4050,50.0,23.671006,65.322906,637.0
3310,4050,52.0,23.703181,65.27713,641.0
3311,4050,51.0,23.574479999999998,64.666779,612.0
3312,4050,50.0,23.703181,65.223724,638.0
3313,4050,52.0,23.574479999999998,64.567596,618.0
3314,4050,53.0,23.563755,64.590485,616.0
3315,4050,52.0,23.574479999999998,65.10165400000001,611.0
3316,4051,53.0,23.231277,66.74960300000001,625.0
3317,4051,49.0,23.413604,66.54361,659.0
3318,4051,58.0,22.791548000000002,67.45150799999999,618.0
3319,4051,47.0,23.445779,66.581757,659.0
3320,4051,52.0,23.00605,67.016632,622.0
3321,4051,53.0,23.113301,66.688568,614.0
3322,4051,54.0,23.252727,66.375763,600.0
3323,4051,56.0,23.113301,67.05477900000001,600.0
3324,4051,55.0,23.231277,66.421539,600.0
3325,4051,53.0,23.0704,66.810638,618.0
3326,4051,59.0,22.780823,67.52780200000001,607.0
3327,4051,54.0,23.199102,66.459686,618.0
3328,4051,56.0,22.812998,67.466766,621.0
3329,4051,55.0,23.263451999999997,66.337616,600.0
3330,4051,48.0,23.392153,66.581757,657.0
3331,4051,57.0,22.791548000000002,67.428619,605.0
3332,4051,50.0,23.306353,66.74960300000001,637.0
3333,4051,54.0,23.209827,66.421539,616.0
3334,4051,55.0,23.284902,66.360504,600.0
3335,4051,53.0,23.134751,66.574127,612.0
3336,4051,55.0,22.888074,67.276031,622.0
3337,4051,55.0,23.263451999999997,66.360504,608.0
3338,4051,50.0,23.359977999999998,66.619904,650.0
3339,4051,51.0,23.338528,66.703827,646.0
3340,4051,50.0,23.242002,66.368134,617.0
3341,4051,52.0,22.973875,67.10818499999999,629.0
3342,4051,55.0,23.177651,66.54361,600.0
3343,4051,53.0,22.930974,67.207367,626.0
3344,4051,58.0,22.791548000000002,67.520172,613.0
3345,4051,55.0,23.274176999999998,66.360504,600.0
3346,4051,54.0,23.038225,66.902191,614.0
3347,4052,46.0,23.628104999999998,64.918549,651.0
3348,4052,45.0,23.574479999999998,64.262421,613.0
3349,4052,47.0,23.574479999999998,63.888580000000005,606.0
3350,4052,48.0,23.574479999999998,64.224274,616.0
3351,4052,45.0,23.531579999999998,64.537079,625.0
3352,4052,47.0,23.55303,64.682037,622.0
3353,4052,45.0,23.585205,64.834625,637.0
3354,4052,48.0,23.574479999999998,64.071686,612.0
3355,4052,47.0,23.574479999999998,64.247162,605.0
3356,4052,44.0,23.628104999999998,65.03299,630.0
3357,4052,46.0,23.628104999999998,64.826996,643.0
3358,4052,47.0,23.55303,64.621002,625.0
3359,4052,46.0,23.628104999999998,64.91091899999999,632.0
3360,4052,47.0,23.563755,63.987762,611.0
3361,4052,44.0,23.617379999999997,64.964325,640.0
3362,4052,49.0,23.574479999999998,64.025909,607.0
3363,4052,47.0,23.563755,64.14798,609.0
3364,4052,46.0,23.542305,64.361603,633.0
3365,4052,45.0,23.542305,64.75833100000001,628.0
3366,4052,47.0,23.574479999999998,64.14798,614.0
3367,4052,46.0,23.585205,64.849884,630.0
3368,4052,46.0,23.563755,64.170868,612.0
3369,4052,47.0,23.574479999999998,64.781219,631.0
3370,4052,46.0,23.574479999999998,63.941986,616.0
3371,4052,45.0,23.574479999999998,64.231903,617.0
3372,4052,46.0,23.563755,64.811737,631.0
3373,4052,46.0,23.563755,64.201385,614.0
3374,4052,45.0,23.628104999999998,64.91091899999999,634.0
3375,4052,47.0,23.585205,64.041168,612.0
3376,4052,44.0,23.617379999999997,65.17031899999999,641.0
3377,4052,49.0,23.585205,64.163239,615.0
3378,4053,53.0,22.094417,72.12069699999999,610.0
3379,4053,54.0,23.134751,68.756134,607.0
3380,4053,51.0,23.896233,67.024261,603.0
3381,4053,52.0,22.448345,70.33541899999999,602.0
3382,4053,49.0,24.132185,64.331085,631.0
3383,4053,53.0,24.110735000000002,63.919098,616.0
3384,4053,52.0,23.960583,66.513092,609.0
3385,4053,50.0,24.10001,65.460236,600.0
3386,4053,52.0,24.132185,64.239532,632.0
3387,4053,53.0,22.190942,71.45694,606.0
3388,4053,52.0,24.132185,64.14035,624.0
3389,4053,52.0,24.110735000000002,63.995392,627.0
3390,4053,53.0,24.132185,64.086945,618.0
3391,4053,52.0,24.12146,64.277679,630.0
3392,4053,53.0,24.132185,64.21664399999999,620.0
3393,4053,53.0,23.917683,66.719086,600.0
3394,4053,49.0,24.132185,64.34634399999999,635.0
3395,4053,51.0,24.003484,66.15451,600.0
3396,4053,49.0,24.110735000000002,64.00302099999999,616.0
3397,4053,49.0,24.12146,64.14798,615.0
3398,4053,51.0,24.035659,65.940887,600.0
3399,4053,54.0,21.751213,73.875458,610.0
3400,4053,51.0,24.07856,65.750153,600.0
3401,4053,50.0,24.12146,64.19375600000001,627.0
3402,4053,54.0,23.788982,66.99374399999999,601.0
3403,4053,48.0,24.110735000000002,64.430267,622.0
3404,4053,51.0,24.14291,64.285309,634.0
3405,4053,52.0,21.91209,72.975189,616.0
3406,4053,52.0,24.132185,64.14798,620.0
3407,4053,55.0,22.770098,69.20626800000001,602.0
3408,4053,50.0,24.110735000000002,64.056427,626.0
3409,4054,47.0,21.965715,71.884186,678.0
3410,4054,43.0,22.040791,71.73159799999999,719.0
3411,4054,42.0,22.051516,71.716339,717.0
3412,4054,44.0,22.126592000000002,71.81552099999999,700.0
3413,4054,43.0,22.126592000000002,71.754486,710.0
3414,4054,42.0,22.072966,71.67819200000001,716.0
3415,4054,45.0,22.126592000000002,71.739227,708.0
3416,4054,43.0,22.115867,71.716339,712.0
3417,4054,42.0,21.97644,71.70108,689.0
3418,4054,41.0,22.126592000000002,71.81552099999999,717.0
3419,4054,42.0,22.019341,71.586639,700.0
3420,4054,44.0,21.987166000000002,71.586639,685.0
3421,4054,45.0,21.93354,71.968109,673.0
3422,4054,43.0,22.137317000000003,71.899445,722.0
3423,4054,42.0,22.105142,71.670563,716.0
3424,4054,42.0,22.072966,71.70108,717.0
3425,4054,46.0,21.93354,71.899445,663.0
3426,4054,45.0,21.922815,72.113068,689.0
3427,4054,44.0,22.051516,71.716339,714.0
3428,4054,42.0,22.019341,71.502716,692.0
3429,4054,46.0,21.922815,71.929962,677.0
3430,4054,44.0,21.987166000000002,71.594269,681.0
3431,4054,45.0,22.137317000000003,72.036774,721.0
3432,4054,45.0,22.008616,71.495087,685.0
3433,4054,41.0,22.083691,71.670563,726.0
3434,4054,47.0,21.93354,71.929962,654.0
3435,4054,45.0,21.97644,71.70871,686.0
3436,4054,43.0,22.008616,71.563751,683.0
3437,4054,42.0,22.008616,71.510345,679.0
3438,4054,44.0,22.030066,71.777374,711.0
3439,4054,42.0,22.008616,71.571381,687.0
3440,4055,51.0,21.965715,71.853668,669.0
3441,4055,49.0,21.987166000000002,72.242767,689.0
3442,4055,53.0,21.815564000000002,71.464569,628.0
3443,4055,51.0,21.815564000000002,71.823151,635.0
3444,4055,48.0,21.869189000000002,72.090179,697.0
3445,4055,52.0,21.97644,71.998627,685.0
3446,4055,50.0,21.826289000000003,71.655304,633.0
3447,4055,47.0,21.93354,71.884186,694.0
3448,4055,50.0,21.826289000000003,71.914703,635.0
3449,4055,46.0,21.847739,72.13595600000001,685.0
3450,4055,55.0,21.815564000000002,71.128876,600.0
3451,4055,46.0,21.922815,71.95285,691.0
3452,4055,52.0,21.826289000000003,72.074921,656.0
3453,4055,51.0,21.826289000000003,71.792633,638.0
3454,4055,54.0,21.815564000000002,71.441681,632.0
3455,4055,52.0,21.826289000000003,71.83078,626.0
3456,4055,50.0,21.826289000000003,71.922333,638.0
3457,4055,52.0,21.794114,71.495087,623.0
3458,4055,52.0,21.837014,71.89181500000001,637.0
3459,4055,51.0,21.826289000000003,72.00625600000001,644.0
3460,4055,50.0,21.826289000000003,71.884186,633.0
3461,4055,49.0,21.997891,72.113068,691.0
3462,4055,47.0,21.987166000000002,71.899445,675.0
3463,4055,52.0,21.987166000000002,72.08255,684.0
3464,4055,53.0,21.826289000000003,71.861298,633.0
3465,4055,54.0,21.826289000000003,71.70108,627.0
3466,4055,45.0,21.879915,72.052032,680.0
3467,4055,53.0,21.815564000000002,71.47219799999999,628.0
3468,4055,49.0,21.837014,72.013885,677.0
3469,4055,49.0,21.95499,71.769745,650.0
3470,4055,47.0,21.91209,71.95285,697.0
3471,4056,50.0,22.577046,69.740326,1164.0
3472,4056,52.0,22.426895000000002,69.59536700000001,982.0
3473,4056,52.0,22.630671,69.732697,1013.0
3474,4056,54.0,22.394719,69.709808,991.0
3475,4056,52.0,22.512695,69.801361,1083.0
3476,4056,53.0,22.437620000000003,69.59536700000001,970.0
3477,4056,53.0,22.341094000000002,69.755585,1007.0
3478,4056,52.0,22.50197,69.747955,1018.0
3479,4056,54.0,22.341094000000002,69.732697,956.0
3480,4056,49.0,22.641396,69.64877299999999,1170.0
3481,4056,50.0,22.45907,69.64877299999999,997.0
3482,4056,48.0,22.630671,69.72506700000001,1111.0
3483,4056,55.0,22.426895000000002,69.610626,992.0
3484,4056,49.0,22.52342,69.786102,1105.0
3485,4056,55.0,22.405444,69.618256,1001.0
3486,4056,50.0,22.609220999999998,69.732697,1174.0
3487,4056,51.0,22.630671,69.717438,1003.0
3488,4056,50.0,22.437620000000003,69.587738,1030.0
3489,4056,52.0,22.619946,69.679291,992.0
3490,4056,54.0,22.341094000000002,69.770844,976.0
3491,4056,51.0,22.641396,69.915802,1021.0
3492,4056,53.0,22.641396,69.801361,1006.0
3493,4056,54.0,22.383994,69.717438,1021.0
3494,4056,55.0,22.416169,69.59536700000001,984.0
3495,4056,49.0,22.630671,69.64877299999999,1040.0
3496,4056,52.0,22.469795,69.747955,999.0
3497,4056,51.0,22.630671,70.037872,1027.0
3498,4056,54.0,22.394719,69.66403199999999,1013.0
3499,4056,54.0,22.362544,69.702179,1000.0
3500,4056,55.0,22.362544,69.755585,1020.0
3501,4056,50.0,22.566321,69.77847299999999,1137.0
3502,4057,60.0,21.086257,73.905975,670.0
3503,4057,65.0,21.054082,73.707611,628.0
3504,4057,62.0,21.332935,73.783905,686.0
3505,4057,60.0,21.300759,73.638947,675.0
3506,4057,59.0,21.150608,73.95938100000001,685.0
3507,4057,58.0,21.225684,73.860199,704.0
3508,4057,56.0,21.268584,73.84494000000001,706.0
3509,4057,68.0,21.011182,73.860199,631.0
3510,4057,60.0,21.36511,73.98226899999999,698.0
3511,4057,58.0,21.182782999999997,73.89834599999999,686.0
3512,4057,67.0,20.882479999999997,74.218781,645.0
3513,4057,64.0,21.311484,73.661835,656.0
3514,4057,66.0,21.032632,73.875458,639.0
3515,4057,62.0,21.064807000000002,73.85257,647.0
3516,4057,70.0,20.550002,75.347931,612.0
3517,4057,63.0,21.332935,73.875458,684.0
3518,4057,63.0,21.054082,73.944122,644.0
3519,4057,56.0,21.204233,73.89834599999999,690.0
3520,4057,70.0,20.507102,75.569183,613.0
3521,4057,72.0,20.528551999999998,75.492889,618.0
3522,4057,68.0,20.710879000000002,74.85202,620.0
3523,4057,63.0,21.322209,73.913605,699.0
3524,4057,71.0,20.539277,75.447113,615.0
3525,4057,64.0,21.021907000000002,74.012787,644.0
3526,4057,63.0,21.311484,73.562653,671.0
3527,4057,68.0,21.032632,73.738129,630.0
3528,4057,67.0,21.043357,73.71524000000001,638.0
3529,4057,65.0,21.043357,73.89834599999999,637.0
3530,4057,66.0,20.968281,73.936493,639.0
3531,4057,60.0,21.129158,73.951752,684.0
3532,4057,66.0,21.021907000000002,73.85257,640.0
3533,4058,58.0,21.837014,70.51089499999999,619.0
3534,4058,49.0,21.804839,70.838959,631.0
3535,4058,54.0,21.901365,70.274384,619.0
3536,4058,51.0,21.815564000000002,70.938141,648.0
3537,4058,50.0,21.815564000000002,70.869476,650.0
3538,4058,52.0,21.901365,71.47219799999999,681.0
3539,4058,51.0,21.815564000000002,70.57193000000001,635.0
3540,4058,50.0,21.890639999999998,71.19754,672.0
3541,4058,53.0,21.858464,70.388824,636.0
3542,4058,55.0,21.879915,70.32016,641.0
3543,4058,47.0,21.847739,70.96102900000001,661.0
3544,4058,46.0,21.858464,70.999176,671.0
3545,4058,52.0,21.901365,71.426422,665.0
3546,4058,54.0,21.901365,70.25149499999999,630.0
3547,4058,45.0,21.837014,70.9534,666.0
3548,4058,51.0,21.879915,71.296722,677.0
3549,4058,50.0,21.901365,71.296722,674.0
3550,4058,57.0,21.837014,70.38119499999999,614.0
3551,4058,52.0,21.869189000000002,70.343048,636.0
3552,4058,46.0,21.879915,71.037323,675.0
3553,4058,57.0,21.847739,70.44986,614.0
3554,4058,52.0,21.794114,70.694,627.0
3555,4058,52.0,21.837014,70.465118,634.0
3556,4058,53.0,21.815564000000002,70.579559,615.0
3557,4058,55.0,21.901365,70.25149499999999,631.0
3558,4058,49.0,21.804839,70.854218,642.0
3559,4058,48.0,21.837014,70.9534,656.0
3560,4058,47.0,21.890639999999998,70.991547,677.0
3561,4058,50.0,21.901365,71.388275,680.0
3562,4058,57.0,21.879915,70.327789,611.0
3563,4058,53.0,21.890639999999998,70.289642,636.0
3564,4059,52.0,20.925380999999998,73.791534,704.0
3565,4059,52.0,20.925380999999998,73.806793,704.0
3566,4059,43.0,21.214958,74.050934,1169.0
3567,4059,49.0,20.989731,73.921234,941.0
3568,4059,52.0,20.785954999999998,74.378998,696.0
3569,4059,54.0,20.517827,75.50814799999999,633.0
3570,4059,57.0,20.346226,76.02694699999999,629.0
3571,4059,43.0,21.129158,74.195892,1156.0
3572,4059,46.0,21.064807000000002,74.173004,1104.0
3573,4059,47.0,21.032632,74.07382199999999,1106.0
3574,4059,56.0,20.367676,76.049835,660.0
3575,4059,54.0,20.839579999999998,74.134857,771.0
3576,4059,49.0,21.247134,73.867828,788.0
3577,4059,52.0,20.882479999999997,73.89834599999999,687.0
3578,4059,57.0,20.367676,76.011688,696.0
3579,4059,46.0,21.225684,73.98226899999999,1065.0
3580,4059,47.0,21.268584,73.97464000000001,801.0
3581,4059,50.0,21.204233,73.783905,754.0
3582,4059,48.0,21.268584,74.173004,758.0
3583,4059,52.0,20.903931,73.860199,657.0
3584,4059,52.0,20.882479999999997,73.98226899999999,762.0
3585,4059,57.0,20.356951000000002,76.04220600000001,665.0
3586,4059,44.0,21.086257,74.188263,1119.0
3587,4059,48.0,21.214958,73.96701,816.0
3588,4059,48.0,21.000457,74.012787,971.0
3589,4059,51.0,20.893206,73.875458,649.0
3590,4059,44.0,21.193507999999998,74.081451,1154.0
3591,4059,45.0,21.150608,74.10434000000001,1172.0
3592,4059,49.0,21.236409,73.806793,852.0
3593,4059,52.0,20.700154,74.745209,784.0
3594,4059,52.0,20.946831,73.867828,751.0
3595,4060,40.0,22.566321,68.061859,644.0
3596,4060,38.0,22.888074,67.764313,673.0
3597,4060,38.0,22.716472,67.634613,646.0
3598,4060,38.0,22.898799,67.71090699999999,673.0
3599,4060,45.0,22.394719,68.725616,603.0
3600,4060,43.0,22.480520000000002,68.443329,633.0
3601,4060,44.0,22.426895000000002,68.641693,614.0
3602,4060,38.0,22.845173000000003,67.634613,679.0
3603,4060,38.0,22.898799,67.69564799999999,669.0
3604,4060,38.0,22.802273,67.741425,674.0
3605,4060,40.0,22.652122,67.79483,657.0
3606,4060,38.0,22.737922,67.688019,638.0
3607,4060,39.0,22.662847,67.703278,650.0
3608,4060,39.0,22.705747,67.611725,642.0
3609,4060,38.0,22.877349,67.596466,672.0
3610,4060,39.0,22.684297,67.626984,645.0
3611,4060,39.0,22.941699,67.894012,669.0
3612,4060,38.0,22.748647000000002,67.726166,659.0
3613,4060,38.0,22.791548000000002,67.703278,662.0
3614,4060,38.0,22.823723,67.69564799999999,668.0
3615,4060,39.0,22.695022,67.619354,645.0
3616,4060,39.0,22.673572,67.64224200000001,643.0
3617,4060,38.0,22.920249,67.832977,665.0
3618,4060,43.0,22.416169,68.649323,610.0
3619,4060,39.0,22.684297,67.649872,636.0
3620,4060,44.0,22.405444,68.67984,615.0
3621,4060,38.0,22.920249,67.756683,670.0
3622,4060,40.0,22.609220999999998,67.886383,650.0
3623,4060,38.0,22.759373,67.688019,658.0
3624,4060,37.0,22.877349,67.56594799999999,678.0
3625,4060,39.0,22.727197,67.718536,652.0
3626,4061,49.0,21.643962,71.670563,892.0
3627,4061,51.0,21.493810999999997,71.35775799999999,787.0
3628,4061,52.0,21.708313,71.76211500000001,818.0
3629,4061,46.0,21.568887,71.785004,948.0
3630,4061,49.0,21.558162,71.777374,949.0
3631,4061,55.0,21.719038,71.89181500000001,819.0
3632,4061,55.0,21.708313,71.70871,803.0
3633,4061,56.0,21.504535999999998,71.380646,798.0
3634,4061,48.0,21.633237,71.777374,958.0
3635,4061,49.0,21.611787,71.785004,952.0
3636,4061,62.0,21.129158,72.517426,622.0
3637,4061,59.0,21.204233,72.349579,633.0
3638,4061,51.0,21.708313,71.670563,824.0
3639,4061,48.0,21.547437,71.754486,923.0
3640,4061,61.0,21.096982,72.65475500000001,645.0
3641,4061,56.0,21.472361,71.35775799999999,765.0
3642,4061,56.0,21.418735,71.563751,796.0
3643,4061,53.0,21.686863,71.716339,833.0
3644,4061,54.0,21.493810999999997,71.334869,767.0
3645,4061,62.0,21.118433,72.494537,655.0
3646,4061,54.0,21.493810999999997,71.350128,776.0
3647,4061,52.0,21.504535999999998,71.495087,804.0
3648,4061,51.0,21.483086,71.35775799999999,795.0
3649,4061,51.0,21.504535999999998,71.716339,900.0
3650,4061,54.0,21.504535999999998,71.43405200000001,794.0
3651,4061,53.0,21.676138,71.777374,838.0
3652,4061,48.0,21.515261,71.73159799999999,919.0
3653,4061,58.0,21.450910999999998,71.426422,783.0
3654,4061,54.0,21.504535999999998,71.655304,842.0
3655,4061,57.0,21.34366,71.853668,808.0
3656,4061,62.0,21.129158,72.52505500000001,650.0
3657,4062,39.0,23.177651,66.79538000000001,603.0
3658,4062,37.0,23.209827,66.360504,635.0
3659,4062,39.0,23.188376,66.490204,601.0
3660,4062,40.0,23.220551999999998,65.696747,600.0
3661,4062,38.0,23.188376,66.406281,600.0
3662,4062,40.0,23.199102,65.68911700000001,600.0
3663,4062,38.0,23.134751,65.95614599999999,600.0
3664,4062,37.0,23.199102,66.352875,624.0
3665,4062,40.0,23.209827,66.406281,602.0
3666,4062,39.0,23.220551999999998,66.513092,600.0
3667,4062,39.0,23.274176999999998,66.337616,640.0
3668,4062,38.0,23.156201,66.314728,621.0
3669,4062,39.0,23.295627,66.29184000000001,638.0
3670,4062,40.0,23.242002,65.765411,600.0
3671,4062,38.0,23.145476000000002,66.116364,606.0
3672,4062,37.0,23.156201,66.238434,621.0
3673,4062,40.0,23.284902,66.314728,644.0
3674,4062,39.0,23.177651,65.712006,600.0
3675,4062,39.0,23.209827,66.619904,608.0
3676,4062,39.0,23.295627,66.26132199999999,622.0
3677,4062,39.0,23.274176999999998,65.826447,600.0
3678,4062,38.0,23.177651,66.60464499999999,608.0
3679,4062,40.0,23.284902,66.352875,640.0
3680,4062,39.0,23.145476000000002,65.841705,600.0
3681,4062,38.0,23.274176999999998,65.90274000000001,601.0
3682,4062,37.0,23.284902,66.207916,638.0
3683,4062,39.0,23.156201,65.773041,600.0
3684,4062,38.0,23.177651,66.34524499999999,631.0
3685,4062,40.0,23.306353,66.246063,643.0
3686,4062,37.0,23.156201,66.29946899999999,621.0
3687,4062,37.0,23.188376,66.337616,624.0
3688,4063,37.0,22.695022,66.352875,731.0
3689,4063,37.0,22.727197,66.87930300000001,747.0
3690,4063,37.0,22.641396,66.459686,718.0
3691,4063,40.0,22.737922,66.444427,737.0
3692,4063,37.0,22.695022,66.34524499999999,727.0
3693,4063,41.0,22.737922,66.810638,756.0
3694,4063,39.0,22.705747,66.368134,723.0
3695,4063,38.0,22.684297,66.383392,735.0
3696,4063,36.0,22.737922,66.719086,752.0
3697,4063,41.0,22.737922,66.650421,731.0
3698,4063,38.0,22.748647000000002,66.932709,773.0
3699,4063,38.0,22.716472,66.497833,727.0
3700,4063,42.0,22.727197,66.497833,722.0
3701,4063,37.0,22.662847,66.444427,720.0
3702,4063,37.0,22.727197,66.66568000000001,737.0
3703,4063,36.0,22.684297,66.406281,717.0
3704,4063,35.0,22.705747,66.436798,702.0
3705,4063,38.0,22.705747,66.833527,747.0
3706,4063,36.0,22.652122,66.467316,704.0
3707,4063,38.0,22.727197,66.650421,742.0
3708,4063,38.0,22.662847,66.47494499999999,724.0
3709,4063,36.0,22.662847,66.467316,722.0
3710,4063,36.0,22.652122,66.467316,726.0
3711,4063,39.0,22.705747,66.650421,730.0
3712,4063,38.0,22.684297,66.29946899999999,720.0
3713,4063,36.0,22.695022,66.352875,724.0
3714,4063,35.0,22.684297,66.39102199999999,729.0
3715,4063,37.0,22.748647000000002,66.764862,754.0
3716,4063,37.0,22.705747,66.329987,714.0
3717,4063,38.0,22.727197,66.84878499999999,741.0
3718,4063,36.0,22.705747,66.360504,705.0
3719,4064,60.0,19.76707,79.498322,672.0
3720,4064,54.0,21.633237,74.470551,757.0
3721,4064,53.0,21.879915,73.646576,759.0
3722,4064,68.0,22.051516,73.31088299999999,773.0
3723,4064,49.0,21.847739,73.76101700000001,754.0
3724,4064,59.0,19.498943,80.307037,646.0
3725,4064,53.0,21.515261,74.714691,748.0
3726,4064,65.0,22.030066,73.356659,779.0
3727,4064,50.0,21.794114,73.89834599999999,761.0
3728,4064,48.0,21.172058,75.271637,712.0
3729,4064,54.0,21.579612,74.493439,750.0
3730,4064,52.0,21.740488,74.279816,784.0
3731,4064,61.0,19.552568,80.108673,654.0
3732,4064,52.0,21.38656,74.813873,729.0
3733,4064,51.0,21.311484,74.87490799999999,722.0
3734,4064,47.0,20.700154,76.62204,734.0
3735,4064,48.0,20.453477,77.316315,722.0
3736,4064,51.0,20.2926,77.774078,701.0
3737,4064,48.0,20.893206,76.080353,731.0
3738,4064,46.0,21.000457,75.78280600000001,731.0
3739,4064,60.0,19.466768,80.429108,648.0
3740,4064,46.0,20.592903,76.965363,728.0
3741,4064,47.0,21.086257,75.576813,736.0
3742,4064,60.0,19.423867,80.619843,631.0
3743,4064,53.0,21.461636,74.615509,725.0
3744,4064,54.0,21.944264999999998,73.478729,758.0
3745,4064,54.0,20.099548000000002,78.392059,696.0
3746,4064,55.0,21.686863,74.34848000000001,773.0
3747,4064,48.0,20.81813,76.339752,727.0
3748,4064,56.0,21.97644,73.295624,762.0
3749,4064,49.0,21.257859,75.08090200000001,720.0
3750,4065,49.0,23.831882,65.994293,685.0
3751,4065,45.0,23.799707,65.986664,679.0
3752,4065,54.0,23.842607,66.009552,683.0
3753,4065,45.0,23.885507999999998,65.917999,639.0
3754,4065,45.0,23.864058,65.856964,641.0
3755,4065,43.0,23.735356,65.57467700000001,633.0
3756,4065,48.0,23.735356,65.01773100000001,623.0
3757,4065,45.0,23.724631,65.376312,617.0
3758,4065,46.0,23.735356,65.10165400000001,611.0
3759,4065,45.0,23.874782999999997,65.856964,636.0
